year,new_hpv_screens,new_poc_hpv_screens,new_ave_screens,new_via_screens,new_thermal_ablations,new_leeps,new_cancer_treatments,new_cancers,new_cancer_deaths,new_other_deaths,av_age_cancers,av_age_cancer_deaths,av_age_other_deaths,location,seed,primary,triage,precin,cin1,cin2,cin3,cancerous,ltfu,scen_label
2036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18182.06121826172,9945.616943359375,2641143.25,46.4228515625,55.36153793334961,,nigeria,2,,,,,,,,,No screening
2037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18137.85809326172,10505.518310546875,2774488.0,46.7379150390625,55.08357620239258,,nigeria,2,,,,,,,,,No screening
2038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19198.723693847656,10196.099365234375,2760881.0,47.72712326049805,55.45579528808594,,nigeria,2,,,,,,,,,No screening
2039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19287.129760742188,11286.433837890625,2875071.5,47.937313079833984,56.57832717895508,,nigeria,2,,,,,,,,,No screening
2040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20576.3759765625,11477.97900390625,2861781.25,47.935890197753906,56.16749954223633,,nigeria,2,,,,,,,,,No screening
2041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20944.733154296875,12001.045166015625,2945066.75,47.015804290771484,55.78633117675781,,nigeria,2,,,,,,,,,No screening
2042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21313.08917236328,11485.34619140625,2991258.5,48.42131042480469,55.96889877319336,,nigeria,2,,,,,,,,,No screening
2043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21843.522399902344,12494.642578125,3005860.0,47.75768280029297,54.982913970947266,,nigeria,2,,,,,,,,,No screening
2044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21968.762817382812,12310.46435546875,3119085.25,46.137142181396484,55.18470764160156,,nigeria,2,,,,,,,,,No screening
2045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23486.39111328125,12966.138671875,3122562.75,47.03977966308594,55.595947265625,,nigeria,2,,,,,,,,,No screening
2046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24385.179626464844,13489.204833984375,3118805.5,47.569480895996094,54.59565353393555,,nigeria,2,,,,,,,,,No screening
2047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24083.127563476562,13658.648193359375,3245800.0,48.2156867980957,55.6020393371582,,nigeria,2,,,,,,,,,No screening
2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24547.25634765625,14108.04296875,3225945.5,48.87269973754883,56.28981018066406,,nigeria,2,,,,,,,,,No screening
2049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24444.117797851562,14653.2099609375,3346309.5,47.905765533447266,55.32217788696289,,nigeria,2,,,,,,,,,No screening
2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25762.83203125,15043.666748046875,3305805.0,46.80889129638672,56.325557708740234,,nigeria,2,,,,,,,,,No screening
2051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25725.996215820312,15109.9716796875,3438015.25,47.88424301147461,56.73428726196289,,nigeria,2,,,,,,,,,No screening
2052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26808.963745117188,15780.378173828125,3498072.25,47.867069244384766,55.81529998779297,,nigeria,2,,,,,,,,,No screening
2053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27074.179931640625,16045.59423828125,3588105.75,47.417724609375,55.91856384277344,,nigeria,2,,,,,,,,,No screening
2054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27309.928100585938,16362.381103515625,3522715.0,48.22138214111328,56.39821243286133,,nigeria,2,,,,,,,,,No screening
2055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29313.78564453125,17990.51513671875,3704314.5,47.57504653930664,56.78525161743164,,nigeria,2,,,,,,,,,No screening
2056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30043.13134765625,17681.09521484375,3651176.0,48.35759353637695,56.63531494140625,,nigeria,2,,,,,,,,,No screening
2057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29409.55810546875,17983.14794921875,3664178.75,48.03215408325195,57.09180450439453,,nigeria,2,,,,,,,,,No screening
2058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31133.464965820312,19471.30712890625,3719668.0,48.192447662353516,55.7578239440918,,nigeria,2,,,,,,,,,No screening
2059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32695.294677734375,18388.33984375,3871519.0,47.872806549072266,57.26303482055664,,nigeria,2,,,,,,,,,No screening
2060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32850.00476074219,20134.34912109375,3914432.5,48.196083068847656,56.683406829833984,,nigeria,2,,,,,,,,,No screening
2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11345.370727539062,5657.951171875,2219648.0,47.07291793823242,55.43455505371094,,nigeria,3,,,,,,,,,No screening
